latency,duration,type,marker_value,key,timestamp,marker_id
5.072038,0.000000,wink_right,7,7,1645652006.362620,1
9.745503,0.000000,wink_right,7,7,1645652011.036085,2
15.177038,0.000000,wink_right,7,7,1645652016.467620,3
20.499160,0.000000,wink_right,7,7,1645652021.789742,4
25.485231,0.000000,wink_right,7,7,1645652026.775813,5
30.072729,0.000000,wink_right,7,7,1645652031.363311,6
34.683673,0.000000,wink_right,7,7,1645652035.974255,7
39.857308,0.000000,wink_right,7,7,1645652041.147890,8
44.319763,0.000000,wink_right,7,7,1645652045.610345,9
49.415247,0.000000,wink_right,7,7,1645652050.705829,10
54.362242,0.000000,wink_right,7,7,1645652055.652824,11
58.519906,0.000000,wink_right,7,7,1645652059.810488,12
63.279337,0.000000,wink_right,7,7,1645652064.569919,13
68.320115,0.000000,wink_right,7,7,1645652069.610697,14
73.032655,0.000000,wink_right,7,7,1645652074.323237,15
77.721750,0.000000,wink_right,7,7,1645652079.012332,16
82.168575,0.000000,wink_right,7,7,1645652083.459157,17
87.224983,0.000000,wink_right,7,7,1645652088.515565,18
92.445509,0.000000,wink_right,7,7,1645652093.736091,19
98.150574,0.000000,wink_right,7,7,1645652099.441156,20
103.050679,0.000000,wink_right,7,7,1645652104.341261,21
107.974228,0.000000,wink_right,7,7,1645652109.264810,22
113.030636,0.000000,wink_right,7,7,1645652114.321218,23
118.391834,0.000000,wink_right,7,7,1645652119.682416,24
123.878076,0.000000,wink_right,7,7,1645652125.168658,25
129.333056,0.000000,wink_right,7,7,1645652130.623638,26
134.709885,0.000000,wink_right,7,7,1645652136.000467,27
139.828814,0.000000,wink_right,7,7,1645652141.119396,28
145.041524,0.000000,wink_right,7,7,1645652146.332106,29
150.238605,0.000000,wink_right,7,7,1645652151.529187,30
154.388454,0.000000,wink_right,7,7,1645652155.679036,31
159.155701,0.000000,wink_right,7,7,1645652160.446283,32
164.540345,0.000000,wink_right,7,7,1645652165.830927,33
168.557336,0.000000,wink_right,7,7,1645652169.847918,34
173.668450,0.000000,wink_right,7,7,1645652174.959032,35
177.873005,0.000000,wink_right,7,7,1645652179.163587,36
182.491764,0.000000,wink_right,7,7,1645652183.782346,37
187.188674,0.000000,wink_right,7,7,1645652188.479256,38
192.354493,0.000000,wink_right,7,7,1645652193.645075,39
197.270228,0.000000,wink_right,7,7,1645652198.560810,40
201.763944,0.000000,wink_right,7,7,1645652203.054526,41
206.320181,0.000000,wink_right,7,7,1645652207.610763,42
211.736086,0.000000,wink_right,7,7,1645652213.026668,43
216.057869,0.000000,wink_right,7,7,1645652217.348451,44
220.575030,0.000000,wink_right,7,7,1645652221.865612,45
224.826477,0.000000,wink_right,7,7,1645652226.117059,46
229.273302,0.000000,wink_right,7,7,1645652230.563884,47
234.032733,0.000000,wink_right,7,7,1645652235.323315,48
238.635861,0.000000,wink_right,7,7,1645652239.926443,49
243.106132,0.000000,wink_right,7,7,1645652244.396714,50
247.607663,0.000000,wink_right,7,7,1645652248.898245,51
252.242052,0.000000,wink_right,7,7,1645652253.532634,52
256.681062,0.000000,wink_right,7,7,1645652257.971644,53
261.862512,0.000000,wink_right,7,7,1645652263.153094,54
266.239001,0.000000,wink_right,7,7,1645652267.529583,55
271.154736,0.000000,wink_right,7,7,1645652272.445318,56
274.226093,0.000000,wink_right,7,7,1645652275.516675,57
278.954264,0.000000,wink_right,7,7,1645652280.244846,58
283.557392,0.000000,wink_right,7,7,1645652284.847974,59
286.198915,0.000000,invalid,1,1,1645652287.489497,60
287.621274,0.000000,wink_right,7,7,1645652288.911856,61
292.458857,0.000000,wink_right,7,7,1645652293.749439,62
297.132322,0.000000,wink_right,7,7,1645652298.422904,63
301.899569,0.000000,wink_right,7,7,1645652303.190151,64
306.627739,0.000000,wink_right,7,7,1645652307.918321,65
311.793559,0.000000,wink_right,7,7,1645652313.084141,66
316.576436,0.000000,wink_right,7,7,1645652317.867018,67
321.187379,0.000000,wink_right,7,7,1645652322.477961,68
