latency,duration,type,marker_value,key,timestamp,marker_id
23.154590,0.000000,wink_right,7,7,1650414232.416417,1
27.476051,0.000000,wink_right,7,7,1650414236.737878,2
32.289830,0.000000,wink_right,7,7,1650414241.551657,3
36.697251,0.000000,wink_right,7,7,1650414245.959078,4
42.175269,0.000000,wink_right,7,7,1650414251.437096,5
46.653021,0.000000,wink_right,7,7,1650414255.914848,6
51.474615,0.000000,wink_right,7,7,1650414260.736442,7
56.405613,0.000000,wink_right,7,7,1650414265.667440,8
61.180319,0.000000,wink_right,7,7,1650414270.442146,9
65.970655,0.000000,wink_right,7,7,1650414275.232482,10
70.651586,0.000000,wink_right,7,7,1650414279.913413,11
75.441921,0.000000,wink_right,7,7,1650414284.703748,12
80.146297,0.000000,wink_right,7,7,1650414289.408124,13
85.186698,0.000000,wink_right,7,7,1650414294.448525,14
89.867630,0.000000,wink_right,7,7,1650414299.129457,15
95.142469,0.000000,wink_right,7,7,1650414304.404296,16
100.550156,0.000000,wink_right,7,7,1650414309.811983,17
105.692147,0.000000,wink_right,7,7,1650414314.953974,18
110.474668,0.000000,wink_right,7,7,1650414319.736495,19
114.202221,0.000000,invalid,1,1,1650414323.464048,20
116.101163,0.000000,wink_right,7,7,1650414325.362990,21
121.352558,0.000000,wink_right,7,7,1650414330.614385,22
126.221040,0.000000,wink_right,7,7,1650414335.482867,23
131.066077,0.000000,wink_right,7,7,1650414340.327904,24
136.122108,0.000000,wink_right,7,7,1650414345.383935,25
