latency,duration,type,marker_value,key,timestamp,marker_id
3.336856,0.000000,double_blink,3,3,1645495098.115904,1
10.088715,0.000000,double_blink,3,3,1645495104.867763,2
16.754612,0.000000,double_blink,3,3,1645495111.533660,3
24.631780,0.000000,double_blink,3,3,1645495119.410828,4
30.860057,0.000000,double_blink,3,3,1645495125.639105,5
44.848282,0.000000,double_blink,3,3,1645495139.627330,6
51.670472,0.000000,double_blink,3,3,1645495146.449520,7
59.899300,0.000000,double_blink,3,3,1645495154.678348,8
67.690507,0.000000,double_blink,3,3,1645495162.469555,9
75.262904,0.000000,double_blink,3,3,1645495170.041952,10
83.351067,0.000000,double_blink,3,3,1645495178.130115,11
90.884391,0.000000,double_blink,3,3,1645495185.663439,12
100.598002,0.000000,double_blink,3,3,1645495195.377050,13
108.904976,0.000000,double_blink,3,3,1645495203.684024,14
123.534002,0.000000,double_blink,3,3,1645495218.313050,15
131.254878,0.000000,double_blink,3,3,1645495226.033926,16
140.366761,0.000000,double_blink,3,3,1645495235.145809,17
146.618481,0.000000,double_blink,3,3,1645495241.397529,18
153.581335,0.000000,double_blink,3,3,1645495248.360383,19
161.052142,0.000000,double_blink,3,3,1645495255.831190,20
