latency,duration,type,marker_value,key,timestamp,marker_id
10.666119,0.000000,double_blink,3,3,1645495396.430339,1
16.089040,0.000000,double_blink,3,3,1645495401.853260,2
21.355680,0.000000,double_blink,3,3,1645495407.119900,3
27.528746,0.000000,double_blink,3,3,1645495413.292966,4
33.498647,0.000000,double_blink,3,3,1645495419.262867,5
40.210878,0.000000,double_blink,3,3,1645495425.975098,6
46.024500,0.000000,double_blink,3,3,1645495431.788720,7
50.994208,0.000000,double_blink,3,3,1645495436.758428,8
56.549967,0.000000,double_blink,3,3,1645495442.314187,9
61.605629,0.000000,double_blink,3,3,1645495447.369849,10
67.223900,0.000000,double_blink,3,3,1645495452.988120,11
72.326446,0.000000,double_blink,3,3,1645495458.090666,12
78.007229,0.000000,double_blink,3,3,1645495463.771449,13
83.805222,0.000000,double_blink,3,3,1645495469.569442,14
90.197080,0.000000,double_blink,3,3,1645495475.961300,15
96.213865,0.000000,double_blink,3,3,1645495481.978085,16
102.113440,0.000000,double_blink,3,3,1645495487.877660,17
108.778787,0.000000,double_blink,3,3,1645495494.543007,18
117.131961,0.000000,double_blink,3,3,1645495502.896181,19
124.141125,0.000000,double_blink,3,3,1645495509.905345,20
131.431593,0.000000,double_blink,3,3,1645495517.195813,21
139.198716,0.000000,double_blink,3,3,1645495524.962936,22
145.559317,0.000000,double_blink,3,3,1645495531.323537,23
152.013687,0.000000,double_blink,3,3,1645495537.777907,24
159.335411,0.000000,double_blink,3,3,1645495545.099631,25
166.141411,0.000000,double_blink,3,3,1645495551.905631,26
172.798944,0.000000,double_blink,3,3,1645495558.563164,27
179.417408,0.000000,double_blink,3,3,1645495565.181628,28
186.520340,0.000000,double_blink,3,3,1645495572.284560,29
193.310712,0.000000,double_blink,3,3,1645495579.074932,30
200.507412,0.000000,double_blink,3,3,1645495586.271632,31
206.688291,0.000000,double_blink,3,3,1645495592.452511,32
212.666007,0.000000,double_blink,3,3,1645495598.430227,33
219.370424,0.000000,double_blink,3,3,1645495605.134644,34
225.059021,0.000000,double_blink,3,3,1645495610.823241,35
231.880649,0.000000,double_blink,3,3,1645495617.644869,36
239.436793,0.000000,double_blink,3,3,1645495625.201013,37
249.282442,0.000000,double_blink,3,3,1645495635.046662,38
