latency,duration,type,marker_value,key,timestamp,marker_id
57.258023,0.000000,baseline,5,5,1645900958.917630,1
65.110686,0.000000,baseline,5,5,1645900966.770293,2
74.455746,0.000000,baseline,5,5,1645900976.115353,3
83.355430,0.000000,baseline,5,5,1645900985.015037,4
90.684582,0.000000,baseline,5,5,1645900992.344189,5
98.420041,0.000000,baseline,5,5,1645901000.079648,6
109.530973,0.000000,baseline,5,5,1645901011.190580,7
116.938261,0.000000,invalid,1,1,1645901018.597868,8
124.439313,0.000000,invalid,1,1,1645901026.098920,9
154.685739,0.000000,baseline,5,5,1645901056.345346,10
160.631884,0.000000,baseline,5,5,1645901062.291491,11
168.054800,0.000000,baseline,5,5,1645901069.714407,12
173.758724,0.000000,baseline,5,5,1645901075.418331,13
183.596040,0.000000,baseline,5,5,1645901085.255647,14
188.721758,0.000000,invalid,1,1,1645901090.381365,15
207.302487,0.000000,baseline,5,5,1645901108.962094,16
212.881394,0.000000,baseline,5,5,1645901114.541001,17
220.609039,0.000000,baseline,5,5,1645901122.268646,18
226.773965,0.000000,baseline,5,5,1645901128.433572,19
243.463804,0.000000,baseline,5,5,1645901145.123411,20
257.442326,0.000000,baseline,5,5,1645901159.101933,21
262.974351,0.000000,invalid,1,1,1645901164.633958,22
267.068675,0.000000,baseline,5,5,1645901168.728282,23
269.850314,0.000000,invalid,1,1,1645901171.509921,24
273.077329,0.000000,baseline,5,5,1645901174.736936,25
277.460756,0.000000,baseline,5,5,1645901179.120363,26
282.336439,0.000000,baseline,5,5,1645901183.996046,27
289.837490,0.000000,baseline,5,5,1645901191.497097,28
293.337981,0.000000,invalid,1,1,1645901194.997588,29
299.112227,0.000000,baseline,5,5,1645901200.771834,30
308.465101,0.000000,baseline,5,5,1645901210.124708,31
313.809599,0.000000,invalid,1,1,1645901215.469206,32
324.318885,0.000000,baseline,5,5,1645901225.978492,33
338.469305,0.000000,baseline,5,5,1645901240.128912,34
343.931008,0.000000,baseline,5,5,1645901245.590615,35
349.900595,0.000000,baseline,5,5,1645901251.560202,36
362.058548,0.000000,baseline,5,5,1645901263.718155,37
367.387420,0.000000,baseline,5,5,1645901269.047027,38
