latency,duration,type,marker_value,key,timestamp,marker_id
14.293795,0.000000,baseline,5,5,1645650611.998583,1
19.053364,0.000000,baseline,5,5,1645650616.758152,2
23.520063,0.000000,baseline,5,5,1645650621.224851,3
27.563322,0.000000,baseline,5,5,1645650625.268110,4
31.475784,0.000000,baseline,5,5,1645650629.180572,5
36.305310,0.000000,baseline,5,5,1645650634.010098,6
41.359821,0.000000,baseline,5,5,1645650639.064609,7
46.499805,0.000000,baseline,5,5,1645650644.204593,8
51.157107,0.000000,baseline,5,5,1645650648.861895,9
56.215480,0.000000,baseline,5,5,1645650653.920268,10
61.256338,0.000000,baseline,5,5,1645650658.961126,11
66.358508,0.000000,baseline,5,5,1645650664.063296,12
71.073390,0.000000,baseline,5,5,1645650668.778178,13
76.449625,0.000000,baseline,5,5,1645650674.154413,14
82.574939,0.000000,baseline,5,5,1645650680.279727,15
87.927587,0.000000,baseline,5,5,1645650685.632375,16
93.661686,0.000000,baseline,5,5,1645650691.366474,17
99.255882,0.000000,baseline,5,5,1645650696.960670,18
104.990181,0.000000,baseline,5,5,1645650702.694969,19
109.936723,0.000000,baseline,5,5,1645650707.641511,20
114.912703,0.000000,baseline,5,5,1645650712.617491,21
120.204506,0.000000,baseline,5,5,1645650717.909294,22
126.106096,0.000000,baseline,5,5,1645650723.810884,23
131.023526,0.000000,baseline,5,5,1645650728.728314,24
136.376865,0.000000,baseline,5,5,1645650734.081653,25
141.428720,0.000000,baseline,5,5,1645650739.133508,26
146.504289,0.000000,baseline,5,5,1645650744.209077,27
151.873410,0.000000,baseline,5,5,1645650749.578198,28
157.070749,0.000000,baseline,5,5,1645650754.775537,29
162.576225,0.000000,baseline,5,5,1645650760.281013,30
168.427901,0.000000,baseline,5,5,1645650766.132689,31
173.622420,0.000000,baseline,5,5,1645650771.327208,32
178.807396,0.000000,baseline,5,5,1645650776.512184,33
184.897782,0.000000,baseline,5,5,1645650782.602570,34
190.327619,0.000000,baseline,5,5,1645650788.032407,35
195.703459,0.000000,baseline,5,5,1645650793.408247,36
200.938735,0.000000,baseline,5,5,1645650798.643523,37
206.827924,0.000000,baseline,5,5,1645650804.532712,38
212.768888,0.000000,baseline,5,5,1645650810.473676,39
219.388341,0.000000,baseline,5,5,1645650817.093129,40
225.803624,0.000000,baseline,5,5,1645650823.508412,41
232.290745,0.000000,baseline,5,5,1645650829.995533,42
238.988311,0.000000,baseline,5,5,1645650836.693099,43
244.775490,0.000000,baseline,5,5,1645650842.480278,44
250.285584,0.000000,baseline,5,5,1645650847.990372,45
256.066589,0.000000,baseline,5,5,1645650853.771377,46
