latency,duration,type,marker_value,key,timestamp,marker_id
7.495230,0.000000,baseline,5,5,1645583474.115871,1
15.076432,0.000000,baseline,5,5,1645583481.697073,2
21.360232,0.000000,baseline,5,5,1645583487.980873,3
28.230208,0.000000,baseline,5,5,1645583494.850849,4
36.256903,0.000000,baseline,5,5,1645583502.877544,5
49.027711,0.000000,baseline,5,5,1645583515.648352,6
55.655401,0.000000,baseline,5,5,1645583522.276042,7
61.587496,0.000000,baseline,5,5,1645583528.208137,8
67.730615,0.000000,baseline,5,5,1645583534.351256,9
69.965897,0.000000,invalid,1,1,1645583536.586538,10
78.821053,0.000000,baseline,5,5,1645583545.441694,11
84.674991,0.000000,baseline,5,5,1645583551.295632,12
95.663826,0.000000,baseline,5,5,1645583562.284467,13
101.306742,0.000000,baseline,5,5,1645583567.927383,14
120.658346,0.000000,baseline,5,5,1645583587.278987,15
127.137538,0.000000,baseline,5,5,1645583593.758179,16
142.112365,0.000000,baseline,5,5,1645583608.733006,17
148.872922,0.000000,baseline,5,5,1645583615.493563,18
156.243101,0.000000,baseline,5,5,1645583622.863742,19
170.561412,0.000000,baseline,5,5,1645583637.182053,20
179.314964,0.000000,baseline,5,5,1645583645.935605,21
191.843487,0.000000,baseline,5,5,1645583658.464128,22
199.190219,0.000000,baseline,5,5,1645583665.810860,23
201.441132,0.000000,invalid,1,1,1645583668.061773,24
209.960214,0.000000,baseline,5,5,1645583676.580855,25
217.713361,0.000000,baseline,5,5,1645583684.334002,26
224.724019,0.000000,baseline,5,5,1645583691.344660,27
243.466001,0.000000,baseline,5,5,1645583710.086642,28
251.211332,0.000000,baseline,5,5,1645583717.831973,29
258.128202,0.000000,baseline,5,5,1645583724.748843,30
264.544868,0.000000,baseline,5,5,1645583731.165509,31
277.854958,0.000000,baseline,5,5,1645583744.475599,32
284.381044,0.000000,baseline,5,5,1645583751.001685,33
289.453415,0.000000,baseline,5,5,1645583756.074056,34
295.174487,0.000000,baseline,5,5,1645583761.795128,35
300.715798,0.000000,baseline,5,5,1645583767.336439,36
305.936668,0.000000,baseline,5,5,1645583772.557309,37
310.798015,0.000000,baseline,5,5,1645583777.418656,38
322.505892,0.000000,baseline,5,5,1645583789.126533,39
328.125361,0.000000,baseline,5,5,1645583794.746002,40
332.978893,0.000000,baseline,5,5,1645583799.599534,41
338.707780,0.000000,baseline,5,5,1645583805.328421,42
344.757111,0.000000,baseline,5,5,1645583811.377752,43
353.706055,0.000000,baseline,5,5,1645583820.326696,44
358.809689,0.000000,baseline,5,5,1645583825.430330,45
