latency,duration,type,marker_value,key,timestamp,marker_id
5.501440,0.000000,wink_left,6,6,1645584234.397951,1
11.229500,0.000000,wink_left,6,6,1645584240.126011,2
19.536361,0.000000,wink_left,6,6,1645584248.432872,3
25.412898,0.000000,wink_left,6,6,1645584254.309409,4
30.969039,0.000000,wink_left,6,6,1645584259.865550,5
36.775245,0.000000,wink_left,6,6,1645584265.671756,6
43.136284,0.000000,wink_left,6,6,1645584272.032795,7
49.309774,0.000000,wink_left,6,6,1645584278.206285,8
56.053726,0.000000,wink_left,6,6,1645584284.950237,9
62.242845,0.000000,wink_left,6,6,1645584291.139356,10
75.621345,0.000000,wink_left,6,6,1645584304.517856,11
81.310333,0.000000,wink_left,6,6,1645584310.206844,12
86.874288,0.000000,wink_left,6,6,1645584315.770799,13
92.399171,0.000000,wink_left,6,6,1645584321.295682,14
97.924054,0.000000,wink_left,6,6,1645584326.820565,15
103.597413,0.000000,wink_left,6,6,1645584332.493924,16
112.865462,0.000000,wink_left,6,6,1645584341.761973,17
118.945178,0.000000,wink_left,6,6,1645584347.841689,18
124.727941,0.000000,wink_left,6,6,1645584353.624452,19
130.252823,0.000000,wink_left,6,6,1645584359.149334,20
136.019957,0.000000,wink_left,6,6,1645584364.916468,21
143.459403,0.000000,wink_left,6,6,1645584372.355914,22
149.882958,0.000000,wink_left,6,6,1645584378.779469,23
156.361215,0.000000,wink_left,6,6,1645584385.257726,24
162.933247,0.000000,wink_left,6,6,1645584391.829758,25
169.755344,0.000000,wink_left,6,6,1645584398.651855,26
176.585256,0.000000,wink_left,6,6,1645584405.481767,27
193.238049,0.000000,wink_left,6,6,1645584422.134560,28
196.418569,0.000000,wink_left,6,6,1645584425.315080,29
199.661605,0.000000,wink_left,6,6,1645584428.558116,30
209.625149,0.000000,wink_left,6,6,1645584438.521660,31
215.517315,0.000000,wink_left,6,6,1645584444.413826,32
221.221932,0.000000,wink_left,6,6,1645584450.118443,33
226.739001,0.000000,wink_left,6,6,1645584455.635512,34
232.412360,0.000000,wink_left,6,6,1645584461.308871,35
238.335784,0.000000,wink_left,6,6,1645584467.232295,36
244.181063,0.000000,wink_left,6,6,1645584473.077574,37
249.924753,0.000000,wink_left,6,6,1645584478.821264,38
255.277716,0.000000,wink_left,6,6,1645584484.174227,39
260.990148,0.000000,wink_left,6,6,1645584489.886659,40
267.319929,0.000000,wink_left,6,6,1645584496.216440,41
273.587193,0.000000,wink_left,6,6,1645584502.483704,42
279.057374,0.000000,wink_left,6,6,1645584507.953885,43
284.582257,0.000000,wink_left,6,6,1645584513.478768,44
302.024319,0.000000,wink_left,6,6,1645584530.920830,45
308.400988,0.000000,wink_left,6,6,1645584537.297499,46
314.683881,0.000000,wink_left,6,6,1645584543.580392,47
320.747967,0.000000,wink_left,6,6,1645584549.644478,48
326.976159,0.000000,wink_left,6,6,1645584555.872670,49
332.969914,0.000000,wink_left,6,6,1645584561.866425,50
338.955855,0.000000,wink_left,6,6,1645584567.852366,51
344.793320,0.000000,wink_left,6,6,1645584573.689831,52
350.435421,0.000000,wink_left,6,6,1645584579.331932,53
357.718576,0.000000,wink_left,6,6,1645584586.615087,54
368.440131,0.000000,wink_left,6,6,1645584597.336642,55
374.965275,0.000000,invalid,1,1,1645584603.861786,56
379.255460,0.000000,baseline,5,5,1645584608.151971,57
