latency,duration,type,marker_value,key,timestamp,marker_id
14.386555,0.000000,wink_left,6,6,1650414053.556796,1
18.106273,0.000000,wink_left,6,6,1650414057.276514,2
22.060427,0.000000,wink_left,6,6,1650414061.230668,3
25.873919,0.000000,wink_left,6,6,1650414065.044160,4
29.874960,0.000000,wink_left,6,6,1650414069.045201,5
33.805670,0.000000,wink_left,6,6,1650414072.975911,6
37.681679,0.000000,wink_left,6,6,1650414076.851920,7
41.799937,0.000000,wink_left,6,6,1650414080.970178,8
45.668131,0.000000,wink_left,6,6,1650414084.838372,9
49.622285,0.000000,wink_left,6,6,1650414088.792526,10
53.787431,0.000000,wink_left,6,6,1650414092.957672,11
57.804101,0.000000,wink_left,6,6,1650414096.974342,12
61.687924,0.000000,wink_left,6,6,1650414100.858165,13
65.454529,0.000000,wink_left,6,6,1650414104.624770,14
69.416497,0.000000,wink_left,6,6,1650414108.586738,15
73.331578,0.000000,wink_left,6,6,1650414112.501819,16
77.105998,0.000000,wink_left,6,6,1650414116.276239,17
80.786643,0.000000,wink_left,6,6,1650414119.956884,18
84.756426,0.000000,wink_left,6,6,1650414123.926667,19
88.483958,0.000000,wink_left,6,6,1650414127.654199,20
92.344338,0.000000,wink_left,6,6,1650414131.514579,21
96.361008,0.000000,wink_left,6,6,1650414135.531249,22
100.784033,0.000000,wink_left,6,6,1650414139.954274,23
105.441495,0.000000,wink_left,6,6,1650414144.611736,24
110.247433,0.000000,wink_left,6,6,1650414149.417674,25
115.100258,0.000000,wink_left,6,6,1650414154.270499,26
119.867123,0.000000,wink_left,6,6,1650414159.037364,27
124.719948,0.000000,wink_left,6,6,1650414163.890189,28
129.385225,0.000000,wink_left,6,6,1650414168.555466,29
133.745734,0.000000,wink_left,6,6,1650414172.915975,30
138.489156,0.000000,wink_left,6,6,1650414177.659397,31
144.053103,0.000000,invalid,1,1,1650414183.223344,32
