latency,duration,type,marker_value,key,timestamp,marker_id
140.348652,0.000000,invalid,1,1,1645491857.815996,1
147.877761,0.000000,invalid,1,1,1645491865.345105,2
156.573649,0.000000,invalid,1,1,1645491874.040993,3
174.083624,0.000000,single_blink,2,2,1645491891.550968,4
186.528669,0.000000,single_blink,2,2,1645491903.996013,5
198.082321,0.000000,single_blink,2,2,1645491915.549665,6
207.713637,0.000000,single_blink,2,2,1645491925.180981,7
219.996566,0.000000,single_blink,2,2,1645491937.463910,8
229.495183,0.000000,single_blink,2,2,1645491946.962527,9
238.672650,0.000000,single_blink,2,2,1645491956.139994,10
247.864651,0.000000,single_blink,2,2,1645491965.331995,11
255.559807,0.000000,single_blink,2,2,1645491973.027151,12
264.289787,0.000000,single_blink,2,2,1645491981.757131,13
275.535450,0.000000,single_blink,2,2,1645491993.002794,14
285.400722,0.000000,single_blink,2,2,1645492002.868066,15
295.329954,0.000000,single_blink,2,2,1645492012.797298,16
304.592895,0.000000,invalid,1,1,1645492022.060239,17
330.248965,0.000000,single_blink,2,2,1645492047.716309,18
339.440556,0.000000,single_blink,2,2,1645492056.907900,19
346.757682,0.000000,single_blink,2,2,1645492064.225026,20
354.317421,0.000000,single_blink,2,2,1645492071.784765,21
363.517010,0.000000,single_blink,2,2,1645492080.984354,22
373.649763,0.000000,single_blink,2,2,1645492091.117107,23
383.440804,0.000000,single_blink,2,2,1645492100.908148,24
391.693349,0.000000,single_blink,2,2,1645492109.160693,25
401.091084,0.000000,single_blink,2,2,1645492118.558428,26
410.841675,0.000000,single_blink,2,2,1645492128.309019,27
420.452290,0.000000,single_blink,2,2,1645492137.919634,28
431.584974,0.000000,single_blink,2,2,1645492149.052318,29
442.249061,0.000000,single_blink,2,2,1645492159.716405,30
450.879161,0.000000,single_blink,2,2,1645492168.346505,31
458.532158,0.000000,single_blink,2,2,1645492175.999502,32
471.496539,0.000000,single_blink,2,2,1645492188.963883,33
